"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Alchemilla wichurae","Alchemilla wichurae (Buser) Stefansson",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,9,1,"wfo-0000984096","","1096","Alchemilla wichurae","species","wfo-4000001119","(Buser) Stefánsson","Rosaceae","","",NA,"Alchemilla","","wichurae","","species","Valid","Fl¢ra Islands ; 1901 135 1901","Accepted","","wfo-0001018967",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-1096 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-1096 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-1096","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-1096","",FALSE,"","",""
"Alchemilla wichurae","Alchemilla wichurae (Buser) Stefansson",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,9,2,"wfo-0001001917","urn:lsid:ipni.org:names:905625-1","32282","Alchemilla corcontica","species","wfo-4000001119","Plocek","Rosaceae","","",NA,"Alchemilla","","corcontica","","species","Valid","Preslia 57: 22 (1985)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Preslia 57(1): 22 (1985).  to Preslia 57: 22 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-32282 >Th","http://www.theplantlist.org/tpl1.1/record/rjp-32282","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-32282","",TRUE,"Synonym","wfo-0001014871","Alchemilla wichurae"
"Alchemilla wichurae","Alchemilla wichurae (Buser) Stefansson",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,9,3,"wfo-0001001917","urn:lsid:ipni.org:names:905625-1","32282","Alchemilla corcontica","species","wfo-4000001119","Plocek","Rosaceae","","",NA,"Alchemilla","","corcontica","","species","Valid","Preslia 57: 22 (1985)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Preslia 57(1): 22 (1985).  to Preslia 57: 22 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-32282 >Th","http://www.theplantlist.org/tpl1.1/record/rjp-32282","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-32282","",TRUE,"Synonym","wfo-0001014872","Alchemilla wichurae"
"Allium cepa L.","Allium cepa L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,10,1,"wfo-0000755919","urn:lsid:ipni.org:names:527795-1","295261","Allium cepa","species","wfo-4000001260","L.","Amaryllidaceae","","",NA,"Allium","","cepa","","species","Valid","Sp. Pl. : 300 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 300 1753  to Sp. Pl. : 300 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-295261 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-295261","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-295261","",TRUE,"Synonym","wfo-0001073298","Allium cepa var. cepa"
"Allium schoenoprasum L.","Allium schoenoprasum L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,11,1,"wfo-0000757278","urn:lsid:ipni.org:names:528823-1","296525","Allium schoenoprasum","species","wfo-4000001260","L.","Amaryllidaceae","","",NA,"Allium","","schoenoprasum","","species","Valid","Sp. Pl. : 301 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 301 1753  to Sp. Pl. : 301 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-296525 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-296525","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-296525","",FALSE,"","",""
"Amaranthus retroflexus L.","Amaranthus retroflexus L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,12,1,"wfo-0000530447","urn:lsid:ipni.org:names:10698-2","765214","Amaranthus retroflexus","species","wfo-4000001466","L.","Amaranthaceae","","",NA,"Amaranthus","","retroflexus","","species","Valid","Sp. Pl. : 991 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 991 1753  to Sp. Pl. : 991 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2633061 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2633061","The Caryophyllales Taxonomic Expert Network","A","kew-2633061","",FALSE,"","",""
"Amsinckia lycopsoides Lehm.","Amsinckia lycopsoides Lehm.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,13,1,"wfo-0000532131","urn:lsid:ipni.org:names:113055-1","767175","Amsinckia lycopsoides","species","wfo-4000001764","Lindl. ex Lehm.","Boraginaceae","","",NA,"Amsinckia","","lycopsoides","","species","Valid","Del. Sem. Hort. Hamburg (1831) 7.","Accepted","","",NA,"Source in seed data: cmp Updated namepublishedIn from Index Seminum (HBG) 1831: 7 1831  to Del. Sem. Hort. Hamburg (1831) 7. , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/kew-2635037","The Boraginaceae TEN","A","kew-2635037","",FALSE,"","",""
"Anemone nemorosa L.","Anemone nemorosa L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,14,1,"wfo-0000535996","urn:lsid:ipni.org:names:13540-2","771000","Anemonoides quinquefolia","species","wfo-4000002057","(L.) Holub","Ranunculaceae","","",NA,"Anemonoides","","quinquefolia","","species","Valid","Folia Geobot. Phytotax. 8: 166 (1973)","Accepted","","wfo-0000535705",NA,"Source in seed data: cmp Update namepublishedIn from Folia Geobot. Phytotax. 8: 166 1973  to Folia Geobot. Phytotax. 8: 166 (1973), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13540-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2638887","",TRUE,"Synonym","wfo-0000535581","Anemone nemorosa f. nitida"
"Anethum graveolens L.","Anethum graveolens L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,15,1,"wfo-0000536042","urn:lsid:ipni.org:names:837530-1","771041","Anethum graveolens","species","wfo-4000002069","L.","Apiaceae","","",NA,"Anethum","","graveolens","","species","Valid","Sp. Pl. : 263 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 263. 1753 [1 May 1753]  to Sp. Pl. : 263 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26","http://www.theplantlist.org/tpl1.1/record/kew-2638934","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2638934","",FALSE,"","",""
"Anethum graveolens L.","Anethum graveolens L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,15,2,"wfo-0000402206","urn:lsid:ipni.org:names:847774-1","560114","Ridolfia segetum","species","wfo-4000033265","Moris","Apiaceae","","",NA,"Ridolfia","","segetum","","species","Valid","Index Seminum (TO, Taurinensis) 1841: 43 (1841)","Accepted","","wfo-0000536064",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Moris to Moris, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2421971 >The Plant List v.1.1.<","http://www.theplantlist.org/tpl1.1/record/kew-2421971","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2421971","",TRUE,"Synonym","wfo-0000536043","Anethum graveolens"
"Arabidopsis arenosa subsp. arenosa","Arabidopsis arenosa subsp. arenosa (L.) Lawalrée",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,16,1,"wfo-0000541763","urn:lsid:ipni.org:names:277940-1","777270","Arabidopsis arenosa","species","wfo-4000002812","(L.) Lawalrée","Brassicaceae","","",NA,"Arabidopsis","","arenosa","","species","Valid","Bull. Soc. Roy. Bot. Belgique 92: 242 (1960)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bull. Soc. Roy. Bot. Belgique 92: 242. 1960  to Bull. Soc. Roy. Bot. Belgique 92: 242 (1960), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the","http://www.theplantlist.org/tpl1.1/record/kew-2645201","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2645201","",TRUE,"Synonym","wfo-0001285545","Arabidopsis arenosa subsp. arenosa"
"Artemisia absinthium L.","Artemisia absinthium L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,17,1,"wfo-0000134589","urn:lsid:ipni.org:names:300106-2","GCC-AE97CE9A-B6F9-442A-87E6-8F29A9074155","Artemisia absinthium","species","wfo-4000003144","L.","Asteraceae","","",NA,"Artemisia","","absinthium","","species","Valid","Sp. Pl. : 848 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 848 1753  to Sp. Pl. : 848 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-95372 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/gcc-95372","The Asteraceaae TEN","A","gcc-95372","",FALSE,"","",""
"Artemisia canadensis Michx.","Artemisia canadensis Michx.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,18,1,"wfo-0000037954","urn:lsid:ipni.org:names:20546-2","GCC-6ACA0477-9FDA-4B98-B5C9-02759AF6D96C","Artemisia campestris  subsp. canadensis","subspecies","wfo-0000068600","(Michx.) Scoggan","Asteraceae","","",NA,"Artemisia","","campestris","canadensis","subspecies","Valid","Fl. Canada : 52 (1978)","Accepted","","wfo-0000135354",NA,"Source in seed data: gcc Update namepublishedIn from 52 1978  to Fl. Canada : 52 (1978), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-1367 >The Plant List v.1.1","http://www.theplantlist.org/tpl1.1/record/gcc-1367","The Asteraceaae TEN","A","gcc-1367","",TRUE,"Synonym","wfo-0000135354","Artemisia canadensis"
"Artemisia jacutica Drobov","Artemisia jacutica Drobov",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,19,1,"wfo-0000068193","urn:lsid:ipni.org:names:179652-1","GCC-4C982047-6434-4BCD-8AB2-2E43F2083F9D","Artemisia jacutica","species","wfo-4000003144","Drobow","Asteraceae","","",NA,"Artemisia","","jacutica","","species","Valid","Trav. Mus. Bot. Acad. Petersb. xii. 108 (1914)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Trav. Mus. Bot. Acad. Petersb. 12: 108. 1914  to Trav. Mus. Bot. Acad. Petersb. xii. 108 (1914), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.","http://www.theplantlist.org/tpl1.1/record/gcc-25049","The Asteraceaae TEN","A","gcc-25049","",FALSE,"","",""
"Astragalus alpinus subsp. alpinus L.","Astragalus alpinus subsp. alpinus L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,4,20,1,"wfo-0000214091","","9150","Astragalus alpinus  subsp. alpinus","subspecies","wfo-0000163769","L.","Fabaceae","","",NA,"Astragalus","","alpinus","alpinus","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: ildis Updated taxonomicstatus from Synonym to Accepted, information provided by Alan E. on email Apr. 05, 2022 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-9150 >The Plant List v.1.1.</a> Origi","https://www.legumedata.org/taxonomy/taxon/1241594","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-9150","",FALSE,"","",""
"Atriplex hortensis L.","Atriplex hortensis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,21,1,"wfo-0000556137","urn:lsid:ipni.org:names:272934-2","797378","Atriplex hortensis","species","wfo-4000003611","L.","Amaranthaceae","","",NA,"Atriplex","","hortensis","","species","Valid","Sp. Pl. : 1053 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1053 1753  to Sp. Pl. : 1053 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665365 >The Plan","http://www.theplantlist.org/tpl1.1/record/kew-2665365","The Caryophyllales Taxonomic Expert Network","A","kew-2665365","",FALSE,"","",""
"Atriplex prostrata subsp. prostrata Boucher ex DC.","Atriplex prostrata subsp. prostrata Boucher ex DC.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,32,22,1,"wfo-0000556490","urn:lsid:ipni.org:names:60448217-2","797706","Atriplex prostrata","species","wfo-4000003611","Boucher ex DC.","Amaranthaceae","","",NA,"Atriplex","","prostrata","","species","Valid","Fl. Franç. , ed. 3, 3: 387 (1805)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Franç. ed. 3, 3: 387 1805  to Fl. Franç. , ed. 3, 3: 387 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-2665694","The Caryophyllales Taxonomic Expert Network","A","kew-2665694","",FALSE,"","",""
"Atriplex prostrata subsp. prostrata Boucher ex DC.","Atriplex prostrata subsp. prostrata Boucher ex DC.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,32,22,2,"wfo-0000556514","urn:lsid:ipni.org:names:164090-1","797727","Atriplex pumilio","species","wfo-4000003611","R.Br.","Amaranthaceae","","",NA,"Atriplex","","pumilio","","species","Valid","Prodr. Fl. Nov. Holland. : 406 (1810)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Prodr. Fl. Nov. Holl. 406 1810  to Prodr. Fl. Nov. Holland. : 406 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/kew-2665715","The Caryophyllales Taxonomic Expert Network","A","kew-2665715","",TRUE,"Synonym","wfo-0000556491","Atriplex prostrata"
"Atriplex prostrata subsp. prostrata Boucher ex DC.","Atriplex prostrata subsp. prostrata Boucher ex DC.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,32,22,3,"wfo-0000555911","urn:lsid:ipni.org:names:163716-1","797164","Atriplex cinerea","species","wfo-4000003611","Poir.","Amaranthaceae","","",NA,"Atriplex","","cinerea","","species","Valid","Encycl. , Suppl. 1: 471 (1811)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Encycl. Suppl. 1: 471 1811  to Encycl. , Suppl. 1: 471 (1811), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","http://www.theplantlist.org/tpl1.1/record/kew-2665151","The Caryophyllales Taxonomic Expert Network","A","kew-2665151","",TRUE,"Synonym","wfo-0000556492","Atriplex prostrata"
"Atriplex prostrata subsp. prostrata Boucher ex DC.","Atriplex prostrata subsp. prostrata Boucher ex DC.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,32,22,4,"wfo-0000556460","urn:lsid:ipni.org:names:26439-2","797679","Atriplex philippii","species","wfo-4000003611","R.E.Fr.","Amaranthaceae","","",NA,"Atriplex","","philippii","","species","Valid","Nova Acta Regiae Soc. Sci. Upsal. , ser. 4, 1(1): 157 (1905)","Accepted","","wfo-0000556493",NA,"Source in seed data: cmp Update namepublishedIn from Nova Acta Regiae Soc. Sci. Upsal. IV, 1(1): 157 1905  to Nova Acta Regiae Soc. Sci. Upsal. , ser. 4, 1(1): 157 (1905), information provided by Alan E. on email Jun. 07 2021 More details could be found ","http://www.theplantlist.org/tpl1.1/record/kew-2665667","The Caryophyllales Taxonomic Expert Network","A","kew-2665667","",TRUE,"Synonym","wfo-0000556493","Atriplex prostrata"
"Atriplex sagittata Bkh.","Atriplex sagittata Bkh.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,23,1,"wfo-0000556566","urn:lsid:ipni.org:names:164128-1","797774","Atriplex sagittata","species","wfo-4000003611","Borkh.","Amaranthaceae","","",NA,"Atriplex","","sagittata","","species","Valid","Rhein. Mag. Erweit. Naturk. 1: 477 (1793)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Rhein. Mag. Erweit. Naturk. 1: 477 1793  to Rhein. Mag. Erweit. Naturk. 1: 477 (1793), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/kew-2665762","The Caryophyllales Taxonomic Expert Network","A","kew-2665762","",FALSE,"","",""
