"","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"1","Achillea millefolium subsp. lanulosa","Achillea millefolium subsp. lanulosa (Nutt.) Piper",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1,1,"wfo-0000042097","urn:lsid:ipni.org:names:2294-2","GCC-40160FE1-53D5-4C15-9595-F5B87A104673","Achillea millefolium","species","wfo-4000000214","L.","Asteraceae","","",NA,"Achillea","","millefolium","","species","Valid","Sp. Pl. : 899 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2 899 1753  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-140712 >The Plant","http://www.theplantlist.org/tpl1.1/record/gcc-140712","The Asteraceaae TEN","A","gcc-140712","",TRUE,"Synonym","wfo-0000101159","Achillea millefolium subsp. lanulosa"
"2","Achillea millefolium subsp. millefolium L.","Achillea millefolium subsp. millefolium L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2,1,"wfo-0000042097","urn:lsid:ipni.org:names:2294-2","GCC-40160FE1-53D5-4C15-9595-F5B87A104673","Achillea millefolium","species","wfo-4000000214","L.","Asteraceae","","",NA,"Achillea","","millefolium","","species","Valid","Sp. Pl. : 899 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2 899 1753  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-140712 >The Plant","http://www.theplantlist.org/tpl1.1/record/gcc-140712","The Asteraceaae TEN","A","gcc-140712","",TRUE,"Synonym","wfo-0000070139","Achillea millefolium subsp. millefolium"
"3","Achillea ptarmica L.","Achillea ptarmica L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,3,1,"wfo-0000033807","urn:lsid:ipni.org:names:2336-2","GCC-991805AE-E8DB-4851-87D0-E3CE4469B956","Achillea ptarmica","species","wfo-4000000214","L.","Asteraceae","","",NA,"Achillea","","ptarmica","","species","Valid","Sp. Pl. : 898 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 898 1753  to Sp. Pl. : 898 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-132682 >The Plant L","http://www.theplantlist.org/tpl1.1/record/gcc-132682","The Asteraceaae TEN","A","gcc-132682","",TRUE,"Synonym","wfo-0000017844","Achillea ptarmica f. ptarmica"
"4","Aegopodium podagraria L.","Aegopodium podagraria L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,4,1,"wfo-0000521573","urn:lsid:ipni.org:names:837329-1","755855","Aegopodium podagraria","species","wfo-4000000766","L.","Apiaceae","","",NA,"Aegopodium","","podagraria","","species","Valid","Sp. Pl. 1: 265. 1753 [1 May 1753]","Accepted","","",NA,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 265 1753  to Sp. Pl. 1: 265. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623","http://www.theplantlist.org/tpl1.1/record/kew-2623499","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623499","",FALSE,"","",""
"5","Agrostis capillaris L.","Agrostis capillaris L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,5,1,"wfo-0000841743","urn:lsid:ipni.org:names:30197865-2","387729","Agrostis capillaris","species","wfo-4000000996","L.","Poaceae","","",NA,"Agrostis","","capillaris","","species","Valid","Sp. Pl. : 62 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 62 1753  to Sp. Pl. : 62 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-387729 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-387729","The Poaceae TEN","A","kew-387729","",FALSE,"","",""
"6","Agrostis gigantea Roth","Agrostis gigantea Roth",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,6,1,"wfo-0000843693","urn:lsid:ipni.org:names:385783-1","389634","Agrostis gigantea","species","wfo-4000000996","Roth","Poaceae","","",NA,"Agrostis","","gigantea","","species","Valid","Tent. Fl. Germ. 1: 31 (1788)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Tent. Fl. Germ. 1: 31 1788  to Tent. Fl. Germ. 1: 31 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3","http://www.theplantlist.org/tpl1.1/record/kew-389634","The Poaceae TEN","A","kew-389634","",FALSE,"","",""
"7","Agrostis stolonifera L.","Agrostis stolonifera L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,7,1,"wfo-0000844489","urn:lsid:ipni.org:names:386353-1","390383","Agrostis stolonifera","species","wfo-4000000996","L.","Poaceae","","",NA,"Agrostis","","stolonifera","","species","Valid","Sp. Pl. : 62 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 62 1753  to Sp. Pl. : 62 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-390383 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-390383","The Poaceae TEN","A","kew-390383","",FALSE,"","",""
"8","Agrostis stolonifera L.","Agrostis stolonifera L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,7,2,"wfo-0000843693","urn:lsid:ipni.org:names:385783-1","389634","Agrostis gigantea","species","wfo-4000000996","Roth","Poaceae","","",NA,"Agrostis","","gigantea","","species","Valid","Tent. Fl. Germ. 1: 31 (1788)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Tent. Fl. Germ. 1: 31 1788  to Tent. Fl. Germ. 1: 31 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3","http://www.theplantlist.org/tpl1.1/record/kew-389634","The Poaceae TEN","A","kew-389634","",TRUE,"Synonym","wfo-0000844490","Agrostis stolonifera"
"9","Alchemilla acutiloba Opiz","Alchemilla acutiloba Opiz",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,8,1,"wfo-0001018841","urn:lsid:ipni.org:names:720776-1","970","Alchemilla mollis","species","wfo-4000001119","(Buser) Rothm.","Rosaceae","","",NA,"Alchemilla","","mollis","","species","Valid","Repert. Spec. Nov. Regni Veg. 33: 347 (1934)","Accepted","","wfo-0001008117",NA,"Source in seed data: rjp Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 33: 347. 1934  to Repert. Spec. Nov. Regni Veg. 33: 347 (1934), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the","http://www.theplantlist.org/tpl1.1/record/rjp-970","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-970","",TRUE,"Synonym","wfo-0000984010","Alchemilla acutiloba"
"10","Alchemilla acutiloba Opiz","Alchemilla acutiloba Opiz",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,8,2,"wfo-0001012012","","532","Alchemilla acutiloba","species","wfo-4000001119","Opiz","Rosaceae","","",NA,"Alchemilla","","acutiloba","","species","Valid","Oekon.-Techn. Fl. Böhm. [Berchtold & al.] 2(1): 15. 1838 [Aug-Sep 1838]","Accepted","","",NA,"Source in seed data: rjp Updated namePublishedIn from Oekonomisch-technische Flora B”hmens ; 1836 15 1838  to Oekon.-Techn. Fl. Böhm. [Berchtold & al.] 2(1): 15. 1838 [Aug-Sep 1838] , according to IPNI. Information provided by Alan E. on email Jul. 15","http://www.theplantlist.org/tpl1.1/record/rjp-532","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-532","",FALSE,"","",""
"11","Alchemilla acutiloba Opiz","Alchemilla acutiloba Opiz",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,8,3,"wfo-0001007689","urn:lsid:ipni.org:names:721079-1","435","Alchemilla vulgaris","species","wfo-4000001119","L.","Rosaceae","","",NA,"Alchemilla","","vulgaris","","species","Valid","Sp. Pl. : 123 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Species plantarum, edition 1 ; 1753 123 1753  to Sp. Pl. : 123 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721079-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-435","",TRUE,"Synonym","wfo-0001014589","Alchemilla acutiloba"
"12","Alchemilla mollis","Alchemilla mollis (Buser) Rothm.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,9,1,"wfo-0001018841","urn:lsid:ipni.org:names:720776-1","970","Alchemilla mollis","species","wfo-4000001119","(Buser) Rothm.","Rosaceae","","",NA,"Alchemilla","","mollis","","species","Valid","Repert. Spec. Nov. Regni Veg. 33: 347 (1934)","Accepted","","wfo-0001008117",NA,"Source in seed data: rjp Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 33: 347. 1934  to Repert. Spec. Nov. Regni Veg. 33: 347 (1934), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the","http://www.theplantlist.org/tpl1.1/record/rjp-970","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-970","",FALSE,"","",""
"13","Alchemilla monticola Opiz","Alchemilla monticola Opiz",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,10,1,"wfo-0001015000","urn:lsid:ipni.org:names:20011043-1","617","Alchemilla monticola","species","wfo-4000001119","Opiz","Rosaceae","","",NA,"Alchemilla","","monticola","","species","Valid","Oekon.-Techn. Fl. Böhm. 2(1): 13 (1838)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Oekonomisch-technische Flora B”hmens ; 1836 13 1838  to Oekon.-Techn. Fl. Böhm. 2(1): 13 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://w","http://www.theplantlist.org/tpl1.1/record/rjp-617","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-617","",FALSE,"","",""
"14","Alchemilla subcrenata Buser","Alchemilla subcrenata Buser",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,11,1,"wfo-0001003291","","343","Alchemilla subcrenata","species","wfo-4000001119","Buser","Rosaceae","","",NA,"Alchemilla","","subcrenata","","species","Valid","Scrin. Fl. Select. 12: 285. 1893","Accepted","","",NA,"Source in seed data: rjp Updated namePublishedIn from ; 1893 285, no.2992 1893  to Scrin. Fl. Select. 12: 285. 1893 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/rjp-343","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-343","",FALSE,"","",""
"15","Alchemilla subcrenata Buser","Alchemilla subcrenata Buser",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,11,2,"wfo-0001007048","","41956","Alchemilla subcrenata","species","","H.Lindb.","Rosaceae","","",NA,"Alchemilla","","subcrenata","","species","","Die nordischen Alchemilla vulgaris-Formen ; 1909 75 1909","Unchecked","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-41956 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-41956 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/rjp-41956","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-41956","",FALSE,"","",""
"16","Allium angulosum L.","Allium angulosum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,12,1,"wfo-0000757326","urn:lsid:ipni.org:names:528844-1","296571","Allium senescens","species","wfo-4000001260","L.","Amaryllidaceae","","",NA,"Allium","","senescens","","species","Valid","Sp. Pl. : 299 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 299. 1753 [1 May 1753]  to Sp. Pl. : 299 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-29","http://www.theplantlist.org/tpl1.1/record/kew-296571","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-296571","",TRUE,"Synonym","wfo-0000771664","Allium angulosum var. minor"
"17","Allium angulosum L.","Allium angulosum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,12,2,"wfo-0000757326","urn:lsid:ipni.org:names:528844-1","296571","Allium senescens","species","wfo-4000001260","L.","Amaryllidaceae","","",NA,"Allium","","senescens","","species","Valid","Sp. Pl. : 299 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 299. 1753 [1 May 1753]  to Sp. Pl. : 299 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-29","http://www.theplantlist.org/tpl1.1/record/kew-296571","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-296571","",TRUE,"Synonym","wfo-0001073364","Allium angulosum var. minum"
"18","Allium angulosum L.","Allium angulosum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,12,3,"wfo-1200013555","urn:lsid:ipni.org:names:77262129-1","","Allium angulosum var. minus","variety","","Trevir. ex Ledeb.","Amaryllidaceae","","",NA,"Allium","","angulosum","minus","variety","","Fl. Ross. (Ledeb.) 4: 180. 1852","Unchecked","","",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"19","Allium angulosum L.","Allium angulosum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,12,4,"wfo-1200013675","urn:lsid:ipni.org:names:77262475-1","","Allium angulosum var. majus","variety","","Trevir.","Amaryllidaceae","","",NA,"Allium","","angulosum","majus","variety","","Allii Sp. 10. 1822","Unchecked","","",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","",""
"20","Alopecurus geniculatus L.","Alopecurus geniculatus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,13,1,"wfo-0000845537","urn:lsid:ipni.org:names:387091-1","391395","Alopecurus geniculatus","species","wfo-4000001354","L.","Poaceae","","",NA,"Alopecurus","","geniculatus","","species","Valid","Sp. Pl. : 60 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 60 1753  to Sp. Pl. : 60 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-391395 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-391395","The Poaceae TEN","A","kew-391395","",FALSE,"","",""
"21","Alopecurus geniculatus L.","Alopecurus geniculatus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,13,2,"wfo-0000860764","urn:lsid:ipni.org:names:396748-1","405951","Crypsis alopecuroides","species","wfo-4000009850","Schrad.","Poaceae","","",NA,"Crypsis","","alopecuroides","","species","Valid","Fl. Germ. : 167 (1806)","Accepted","","wfo-0000889951",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Piller & Mitterp.) Schrad. to Schrad., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-405951 >The ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396748-1","The Poaceae TEN","A","kew-405951","",TRUE,"Synonym","wfo-0000845538","Alopecurus geniculatus"
"22","Alopecurus geniculatus L.","Alopecurus geniculatus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,13,3,"wfo-0000899541","urn:lsid:ipni.org:names:235267-2","442691","Setaria scheelei","species","wfo-4000035199","Hitchc.","Poaceae","","",NA,"Setaria","","scheelei","","species","Valid","Proc. Biol. Soc. Washington 41: 163 (1928)","Accepted","","wfo-0000886260",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Steud.) Hitchc. to Hitchc., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-442691 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-442691","The Poaceae TEN","A","kew-442691","",TRUE,"Synonym","wfo-0000845539","Alopecurus geniculatus"
"23","Alopecurus pratensis subsp. pratensis L.","Alopecurus pratensis subsp. pratensis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,4,14,1,"wfo-0001426642","urn:lsid:ipni.org:names:77171940-1","476547-wcs","Alopecurus pratensis  subsp. pratensis","subspecies","wfo-0000845656","","Poaceae","","",NA,"Alopecurus","","pratensis","pratensis","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: wcvp","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171940-1","The Poaceae TEN","A","","",FALSE,"","",""
"24","Anthoxanthum odoratum L.","Anthoxanthum odoratum L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,15,1,"wfo-0000848178","urn:lsid:ipni.org:names:389034-1","394021","Anthoxanthum odoratum","species","wfo-4000002465","L.","Poaceae","","",NA,"Anthoxanthum","","odoratum","","species","Valid","Sp. Pl. : 28 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 28 1753  to Sp. Pl. : 28 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-394021 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-394021","The Poaceae TEN","A","kew-394021","",FALSE,"","",""
"25","Anthriscus sylvestris subsp. sylvestris","Anthriscus sylvestris subsp. sylvestris (L.) Hoffm.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,16,1,"wfo-0000538692","urn:lsid:ipni.org:names:837969-1","773972","Anthriscus sylvestris","species","wfo-4000002467","(L.) Hoffm.","Apiaceae","","",NA,"Anthriscus","","sylvestris","","species","Valid","Gen. Pl. Umbell. : 40 (1814)","Accepted","","wfo-0000599103",NA,"Source in seed data: cmp Update namepublishedIn from Gen. Pl. Umbell. 40 (t. 1, fig. 19). 1814  to Gen. Pl. Umbell. : 40 (1814), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1","http://www.theplantlist.org/tpl1.1/record/kew-2641868","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2641868","",TRUE,"Synonym","wfo-0001219955","Anthriscus sylvestris subsp. sylvestris"
"26","Arctium tomentosum Mill.","Arctium tomentosum Mill.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,17,1,"wfo-0000130944","urn:lsid:ipni.org:names:178483-1","GCC-D8932EE7-0D58-4831-83DF-87405670E460","Arctium tomentosum","species","wfo-4000002920","Mill.","Asteraceae","","",NA,"Arctium","","tomentosum","","species","Valid","Gard. Dict., ed. 8. n. 3. 1768 ; Bernh. Syst. Verz. Erf. 154","Accepted","","",NA,"Source in seed data: gcc Updated namepublishedIn from 3 1768  to Gard. Dict., ed. 8. n. 3. 1768 ; Bernh. Syst. Verz. Erf. 154, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/gcc-91826","The Asteraceaae TEN","A","gcc-91826","",FALSE,"","",""
"27","Arctopoa subfastigiata","Arctopoa subfastigiata (Trin.) Prob.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,18,1,"wfo-0000848446","urn:lsid:ipni.org:names:389199-1","394284","Arctopoa subfastigiata","species","wfo-4000002929","(Trin.) Prob.","Poaceae","","",NA,"Arctopoa","","subfastigiata","","species","Valid","Novosti Sist. Vyssh. Rast. 11: 52 (1974)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Novosti Sist. Vyssh. Rast. 11: 52. 1974  to Novosti Sist. Vyssh. Rast. 11: 52 (1974), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389199-1","The Poaceae TEN","A","kew-394284","",FALSE,"","",""
"28","Argentina anserina subsp. anserina Rydb.","Argentina anserina subsp. anserina Rydb.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,22,19,1,"wfo-0001009478","urn:lsid:ipni.org:names:721546-1","4856","Argentina anserina","species","wfo-4000002977","Rydb.","Rosaceae","","",NA,"Argentina","","anserina","","species","Valid","Monogr. N. Amer. Potent. 2: 159 (1898)","Accepted","","wfo-0001016615",NA,"Source in seed data: rjp Updated scientificnameAuthorship from (L.) Rydb. to Rydb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-4856 >The Plant List v.1.1.</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721546-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-4856","",FALSE,"","",""
"29","Armoracia sisymbrioides","Armoracia sisymbrioides (DC.) Cajander",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,20,1,"wfo-0000549447","urn:lsid:ipni.org:names:278749-1","785005","Armoracia sisymbrioides","species","wfo-4000003083","N.Busch. ex Ganesh.","Brassicaceae","","",NA,"Armoracia","","sisymbrioides","","species","Valid","Trav. Mus. Bot. Acad. Petersb. xiii. 108 (1915).","Accepted","","wfo-0000613867",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (DC.) N.Busch ex Ganesh to N.Busch. ex Ganesh., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2652","http://www.theplantlist.org/tpl1.1/record/kew-2652954","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2652954","",FALSE,"","",""
"30","Armoracia sisymbrioides","Armoracia sisymbrioides (DC.) Cajander",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,20,2,"wfo-0001217637","urn:lsid:ipni.org:names:60455921-2","4103461","Armoracia sisymbrioides","species","wfo-4000003083","(DC.) Cajander","Brassicaceae","","",NA,"Armoracia","","sisymbrioides","","species","Valid","Acta Soc. Sci. Fenn. 32(2): 174 (1902)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Acta Soc. Sci. Fenn. 32(2): 174. 1902 [15 Dec 1902]  to Acta Soc. Sci. Fenn. 32(2): 174 (1902), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60455921-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4103461","",FALSE,"","",""
"31","Artemisia vulgaris L.","Artemisia vulgaris L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,21,1,"wfo-0000115588","urn:lsid:ipni.org:names:20812-2","GCC-E982E2D5-0F9F-4AA2-B048-65F13E88CE6E","Artemisia vulgaris","species","wfo-4000003144","L.","Asteraceae","","",NA,"Artemisia","","vulgaris","","species","Valid","Sp. Pl. : 848 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 848 1753  to Sp. Pl. : 848 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-77033 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/gcc-77033","The Asteraceaae TEN","A","gcc-77033","",TRUE,"Synonym","wfo-0000035790","Artemisia vulgaris"
"32","Artemisia vulgaris L.","Artemisia vulgaris L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,21,2,"wfo-0000060427","","GCC-9542A6AC-427A-46CC-B2C1-204D4FEAAAF8","Artemisia vulgaris","species","","Mattf.","Asteraceae","","",NA,"Artemisia","","vulgaris","","species","","Repertorium Specierum Novarum Regni Vegetabilis 22(618-626): 248 1926","Unchecked","","",NA,"Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-17481 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-17481 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/gcc-17481","The Asteraceaae TEN","A","gcc-17481","",FALSE,"","",""
"33","Artemisia vulgaris L.","Artemisia vulgaris L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,21,3,"wfo-0000064690","urn:lsid:ipni.org:names:50178929-1","GCC-7E3A8AD8-D420-4BA5-B5A8-28059F4A29FB","Artemisia vulgaris","species","","C.B.Clarke","Asteraceae","","",NA,"Artemisia","","vulgaris","","species","","The Flora of British India 3: 325 1882","Unchecked","","",NA,"Source in seed data: gcc TEN data. Leave as is, information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-21637 >The Plant List v.1.1.</a> Originally in <a href=http://www.t","http://www.theplantlist.org/tpl1.1/record/gcc-21637","The Asteraceaae TEN","A","gcc-21637","",FALSE,"","",""
"34","Artemisia vulgaris L.","Artemisia vulgaris L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,21,4,"wfo-0000115588","urn:lsid:ipni.org:names:20812-2","GCC-E982E2D5-0F9F-4AA2-B048-65F13E88CE6E","Artemisia vulgaris","species","wfo-4000003144","L.","Asteraceae","","",NA,"Artemisia","","vulgaris","","species","Valid","Sp. Pl. : 848 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 848 1753  to Sp. Pl. : 848 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-77033 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/gcc-77033","The Asteraceaae TEN","A","gcc-77033","",FALSE,"","",""
